segment_id,highway_name,segment_length_m,pronghorn_overlap_high_use,pronghorn_overlap_stopover,elk_overlap_high_use,elk_overlap_stopover,meters_to_pronghorn_highway,meters_to_pronghorn_stopover,meters_to_elk_highway,meters_to_elk_stopover
80842,I 040                       0,160.96,0,0,0,0,176600.48,184776.61,152438.83,156522.79
80844,I 040,160.96,0,0,0,0,176626.84,184804.54,152463.49,156547.58
80915,I 040                       0,160.96,0,0,0,0,176439.7,184616.44,152277.87,156361.82
80917,I 040,160.96,0,0,0,0,176466.06,184644.37,152302.53,156386.62
80988,I 040                       0,160.96,0,0,0,0,176278.92,184456.27,152116.91,156200.86
80990,I 040,160.96,0,0,0,0,176305.28,184484.2,152141.57,156225.65
81061,I 040                       0,160.96,0,0,0,0,176118.14,184296.1,151955.95,156039.9
81063,I 040,160.96,0,0,0,0,176144.51,184324.03,151980.61,156064.69
81135,I 040                       0,160.96,0,0,0,0,175957.37,184135.93,151794.99,155878.93
81137,I 040,160.96,0,0,0,0,175983.73,184163.87,151819.64,155903.73
81208,I 040                       0,160.96,0,0,0,0,175796.59,183975.76,151634.02,155717.97
81210,I 040,160.96,0,0,0,0,175822.95,184003.7,151658.68,155742.76
81280,I 040                       0,160.96,0,0,0,0,175635.81,183815.59,151473.06,155557.01
81282,I 040,160.96,0,0,0,0,175662.18,183843.55,151497.72,155581.8
81350,I 040                       0,160.96,0,0,0,0,175475.04,183655.43,151312.1,155396.04
81353,I 040,160.96,0,0,0,0,175501.41,183683.39,151336.76,155420.84
81418,I 040                       0,160.96,0,0,0,0,175314.26,183495.27,151151.14,155235.08
81420,I 040,160.96,0,0,0,0,175340.64,183523.24,151175.8,155259.87
81485,I 040                       0,160.96,0,0,0,0,175153.49,183335.11,150990.18,155074.12
81487,I 040,160.96,0,0,0,0,175179.87,183363.09,151014.84,155098.91
81553,I 040                       0,160.96,0,0,0,0,174992.71,183174.95,150829.22,154913.15
81555,I 040,160.96,0,0,0,0,175019.1,183202.94,150853.87,154937.95
81621,I 040                       0,160.96,0,0,0,0,174832.06,183015.01,150668.28,154752.22
81623,I 040,160.96,0,0,0,0,174858.38,183042.89,150692.92,154777.0
81688,I 040                       0,160.96,0,0,0,0,174671.8,182855.73,150507.45,154591.42
81690,I 040,160.96,0,0,0,0,174698.05,182883.49,150532.07,154616.17
81754,I 040                       0,160.96,0,0,0,0,174512.29,182697.54,150347.04,154431.06
81756,I 040,160.96,0,0,0,0,174538.41,182725.12,150371.57,154455.72
81820,I 040                       0,160.96,0,0,0,0,174353.94,182540.88,150187.38,154271.49
81822,I 040,160.96,0,0,0,0,174379.92,182568.28,150211.82,154296.05
81888,I 040                       0,160.96,0,0,0,0,174197.07,182386.07,150028.81,154113.03
81890,I 040,160.96,0,0,0,0,174222.88,182413.27,150053.13,154137.47
81954,I 040                       0,160.96,0,0,0,0,174042.02,182233.47,149871.68,153956.05
81956,I 040,160.96,0,0,0,0,174067.65,182260.45,149895.85,153980.34
82021,I 040                       0,160.96,0,0,0,0,173889.01,182083.25,149716.21,153800.76
82023,I 040,160.96,0,0,0,0,173914.47,182110.03,149740.25,153824.91
82087,I 040                       0,160.96,0,0,0,0,173737.97,181935.29,149562.41,153647.15
82089,I 040,160.96,0,0,0,0,173763.26,181961.88,149586.3,153671.16
82153,I 040                       0,160.96,0,0,0,0,173587.3,181787.77,149408.92,153493.87
82156,I 040,160.96,0,0,0,0,173612.61,181814.38,149432.83,153517.89
82218,I 040                       0,160.96,0,0,0,0,173436.66,181640.28,149255.45,153340.61
82220,I 040,160.96,0,0,0,0,173461.98,181666.9,149279.38,153364.64
82283,I 040                       0,160.96,0,0,0,0,173286.03,181492.8,149102.0,153187.36
82285,I 040,160.96,0,0,0,0,173311.38,181519.44,149125.94,153211.41
82347,I 040                       0,160.96,0,0,0,0,173135.42,181345.35,148948.56,153034.12
82349,I 040,160.96,0,0,0,0,173160.79,181372.01,148972.52,153058.19
82409,I 040                       0,160.96,0,0,0,0,172984.83,181197.92,148795.14,152880.91
82411,I 040,160.96,0,0,0,0,173010.22,181224.6,148819.12,152904.99
82471,I 040                       0,160.96,0,0,0,0,172834.27,181050.52,148641.74,152727.71
82473,I 040,160.96,0,0,0,0,172859.66,181077.22,148665.73,152751.81
82533,I 040                       0,160.96,0,0,0,0,172683.72,180903.14,148488.36,152574.53
82535,I 040,160.96,0,0,0,0,172709.13,180929.86,148512.36,152598.64
82596,I 040                       0,160.96,0,0,0,0,172533.19,180755.79,148334.99,152421.36
82598,I 040,160.96,0,0,0,0,172558.62,180782.52,148359.0,152445.49
82661,I 040                       0,160.96,0,0,0,0,172382.68,180608.46,148181.64,152268.21
82663,I 040,160.96,0,0,0,0,172408.12,180635.2,148205.67,152292.35
82726,I 040                       0,160.96,0,0,0,0,172232.19,180461.15,148028.3,152115.08
82728,I 040,160.96,0,0,0,0,172257.64,180487.91,148052.34,152139.23
82793,I 040                       0,160.96,0,0,0,0,172081.72,180313.87,147874.98,151961.96
82795,I 040,160.96,0,0,0,0,172107.19,180340.64,147899.04,151986.13
82857,I 040                       0,160.96,0,0,0,0,171931.26,180166.61,147721.68,151808.86
82859,I 040,160.96,0,0,0,0,171956.75,180193.4,147745.75,151833.04
82923,I 040                       0,160.96,0,0,0,0,171780.83,180019.37,147568.39,151655.78
82925,I 040,160.96,0,0,0,0,171806.33,180046.17,147592.47,151679.97
82989,I 040                       0,160.96,0,0,0,0,171630.42,179872.16,147415.12,151502.71
82991,I 040,160.96,0,0,0,0,171655.93,179898.97,147439.22,151526.92
83054,I 040                       0,160.96,0,0,0,0,171480.03,179724.98,147261.87,151349.67
83056,I 040,160.96,0,0,0,0,171505.55,179751.8,147285.97,151373.88
83117,I 040                       0,160.96,0,0,0,0,171329.66,179577.81,147108.64,151196.63
83119,I 040,160.96,0,0,0,0,171355.18,179604.65,147132.75,151220.86
83181,I 040                       0,160.96,0,0,0,0,171179.31,179430.68,146955.42,151043.62
83183,I 040,160.96,0,0,0,0,171204.84,179457.52,146979.54,151067.85
83243,I 040                       0,160.96,0,0,0,0,171028.97,179283.56,146802.22,150890.62
83245,I 040,160.96,0,0,0,0,171054.52,179310.41,146826.35,150914.86
83307,I 040                       0,160.96,0,0,0,0,170878.66,179136.47,146649.03,150737.64
83309,I 040,160.96,0,0,0,0,170904.21,179163.33,146673.17,150761.89
83370,I 040                       0,160.96,0,0,0,0,170728.36,178989.41,146495.86,150584.67
83372,I 040,160.96,0,0,0,0,170753.93,179016.28,146520.02,150608.93
83433,I 040                       0,160.96,0,0,0,0,170578.09,178842.36,146342.71,150431.72
83435,I 040,160.96,0,0,0,0,170603.66,178869.24,146366.87,150455.99
83496,I 040                       0,160.96,0,0,0,0,170427.83,178695.34,146189.58,150278.79
83498,I 040,160.96,0,0,0,0,170453.41,178722.24,146213.75,150303.07
83559,I 040                       0,160.96,0,0,0,0,170277.58,178548.34,146036.45,150125.87
83561,I 040,160.96,0,0,0,0,170303.19,178575.25,146060.64,150150.17
83620,I 040                       0,160.96,0,0,0,0,170127.35,178401.35,145883.34,149972.96
83622,I 040,160.96,0,0,0,0,170152.98,178428.29,145907.55,149997.28
83681,I 040                       0,160.96,0,0,0,0,169977.14,178254.39,145730.24,149820.06
83683,I 040,160.96,0,0,0,0,170002.8,178281.36,145754.48,149844.41
83744,I 040                       0,160.96,0,0,0,0,169826.95,178107.45,145577.16,149667.19
83746,I 040,160.96,0,0,0,0,169852.63,178134.45,145601.42,149691.56
83804,I 040                       0,160.96,0,0,0,0,169676.78,177960.54,145424.1,149514.33
83806,I 040,160.96,0,0,0,0,169702.48,177987.56,145448.38,149538.72
83866,I 040                       0,160.96,0,0,0,0,169526.63,177813.65,145271.05,149361.48
83868,I 040,160.96,0,0,0,0,169552.36,177840.7,145295.36,149385.9
83928,I 040                       0,160.96,0,0,0,0,169376.5,177666.78,145118.03,149208.66
83930,I 040,160.96,0,0,0,0,169402.25,177693.86,145142.36,149233.1
83991,I 040                       0,160.96,0,0,0,0,169226.39,177519.94,144965.02,149055.85
83993,I 040,160.96,0,0,0,0,169252.16,177547.05,144989.37,149080.31
84055,I 040                       0,160.96,0,0,0,0,169076.29,177373.13,144812.02,148903.06
84057,I 040,160.96,0,0,0,0,169102.1,177400.26,144836.4,148927.54
84117,I 040                       0,160.96,0,0,0,0,168926.23,177226.34,144659.05,148750.29
84119,I 040,160.96,0,0,0,0,168952.05,177253.49,144683.45,148774.79
84181,I 040                       0,160.96,0,0,0,0,168776.21,177079.61,144506.12,148597.56
84183,I 040,160.96,0,0,0,0,168802.03,177106.76,144530.52,148622.07
84243,I 040                       0,160.96,0,0,0,0,168626.22,176932.92,144353.22,148444.86
84245,I 040,160.96,0,0,0,0,168652.03,176960.06,144377.61,148469.36
84305,I 040                       0,160.96,0,0,0,0,168476.26,176786.26,144200.34,148292.18
84307,I 040,160.96,0,0,0,0,168502.06,176813.38,144224.72,148316.67
84367,I 040                       0,160.96,0,0,0,0,168326.31,176639.61,144047.47,148139.52
84369,I 040,160.96,0,0,0,0,168352.1,176666.73,144071.84,148164.0
84431,I 040                       0,160.96,0,0,0,0,168176.39,176493.0,143894.62,147986.87
84433,I 040,160.96,0,0,0,0,168202.17,176520.1,143918.99,148011.34
84496,I 040                       0,160.96,0,0,0,0,168026.48,176346.41,143741.79,147834.24
84498,I 040,160.96,0,0,0,0,168052.25,176373.49,143766.15,147858.71
84561,I 040                       0,160.96,0,0,0,0,167876.6,176199.84,143588.97,147681.63
84563,I 040,160.96,0,0,0,0,167902.36,176226.92,143613.33,147706.09
84626,I 040                       0,160.96,0,0,0,0,167726.52,176053.06,143435.99,147528.85
84629,I 040,160.96,0,0,0,0,167752.35,176080.21,143460.41,147553.37
84692,I 040                       0,160.96,0,0,0,0,167575.05,175904.68,143281.82,147374.86
84694,I 040,160.96,0,0,0,0,167601.13,175932.12,143306.45,147399.6
84758,I 040                       0,160.96,0,0,0,0,167421.31,175753.68,143125.76,147218.96
84760,I 040,160.96,0,0,0,0,167447.73,175781.52,143150.67,147243.98
84824,I 040                       0,160.96,0,0,0,0,167265.49,175600.22,142968.01,147061.33
84826,I 040,160.96,0,0,0,0,167292.18,175628.38,142993.14,147086.58
84889,I 040                       0,160.96,0,0,0,0,167108.23,175444.99,142809.15,146902.58
84891,I 040,160.96,0,0,0,0,167134.97,175473.21,142834.31,146927.85
84956,I 040                       0,160.96,0,0,0,0,166949.57,175287.99,142649.27,146742.77
84958,I 040,160.96,0,0,0,0,166976.44,175316.37,142674.52,146768.14
85024,I 040                       0,160.96,0,0,0,0,166790.41,175130.32,142489.05,146582.61
85026,I 040,160.96,0,0,0,0,166817.26,175158.7,142514.29,146607.98
85091,I 040                       0,160.96,0,0,0,0,166631.22,174972.63,142328.82,146422.44
85093,I 040,160.96,0,0,0,0,166658.1,175001.04,142354.07,146447.82
85157,I 040                       0,160.96,0,0,0,0,166472.05,174814.96,142168.59,146262.27
85159,I 040,160.96,0,0,0,0,166498.94,174843.39,142193.86,146287.66
85224,I 040                       0,160.96,0,0,0,0,166312.88,174657.29,142008.36,146102.1
85226,I 040,160.96,0,0,0,0,166339.79,174685.74,142033.64,146127.51
85288,I 040                       0,160.96,0,0,0,0,166153.71,174499.63,141848.13,145941.94
85290,I 040,160.96,0,0,0,0,166180.64,174528.1,141873.42,145967.36
85352,I 040                       0,160.96,0,0,0,0,165994.55,174341.98,141687.91,145781.78
85354,I 040,160.96,0,0,0,0,166021.49,174370.47,141713.21,145807.21
85415,I 040                       0,160.96,0,0,0,0,165835.39,174184.33,141527.68,145621.62
85417,I 040,160.96,0,0,0,0,165862.35,174212.84,141553.0,145647.06
85478,I 040                       0,160.96,0,0,0,0,165676.23,174026.68,141367.46,145461.46
85480,I 040,160.96,0,0,0,0,165703.2,174055.21,141392.78,145486.9
85541,I 040                       0,160.96,0,0,0,0,165517.08,173869.05,141207.25,145301.3
85543,I 040,160.96,0,0,0,0,165544.05,173897.57,141232.57,145326.75
85603,I 040                       0,160.96,0,0,0,0,165357.98,173711.48,141047.06,145141.18
85605,I 040,160.96,0,0,0,0,165384.9,173739.94,141072.35,145166.59
85665,I 040                       0,160.96,0,0,0,0,165198.88,173553.93,140886.88,144981.06
85667,I 040,160.96,0,0,0,0,165225.75,173582.31,140912.13,145006.44
85727,I 040                       0,160.96,0,0,0,0,165039.8,173396.38,140726.7,144820.95
85729,I 040,160.96,0,0,0,0,165066.61,173424.7,140751.92,144846.29
85790,I 040                       0,160.96,0,0,0,0,164880.71,173238.84,140566.52,144660.83
85792,I 040,160.96,0,0,0,0,164907.47,173267.08,140591.71,144686.14
85853,I 040                       0,160.96,0,0,0,0,164721.63,173081.3,140406.34,144500.72
85855,I 040,160.96,0,0,0,0,164748.34,173109.48,140431.5,144525.99
85915,I 040                       0,160.96,0,0,0,0,164562.55,172923.77,140246.17,144340.61
85917,I 040,160.96,0,0,0,0,164589.21,172951.88,140271.29,144365.85
85978,I 040                       0,160.96,0,0,0,0,164403.47,172766.25,140085.99,144180.5
85979,I 040,160.96,0,0,0,0,164430.08,172794.28,140111.09,144205.71
86042,I 040                       0,160.96,0,0,0,0,164244.38,172608.71,139925.81,144020.38
86043,I 040,160.96,0,0,0,0,164270.96,172636.7,139950.88,144045.57
86106,I 040                       0,160.96,0,0,0,0,164085.17,172451.0,139765.55,143860.18
86107,I 040,160.96,0,0,0,0,164111.84,172479.12,139790.68,143885.43
86167,I 040                       0,160.96,0,0,0,0,163925.94,172293.28,139605.28,143699.97
86168,I 040,160.96,0,0,0,0,163952.73,172321.56,139630.49,143725.3
86227,I 040                       0,160.96,0,0,0,0,163766.71,172135.55,139445.0,143539.76
86228,I 040,160.96,0,0,0,0,163793.63,172164.0,139470.3,143565.17
86287,I 040                       0,160.96,0,0,0,0,163607.52,171977.88,139284.75,143379.57
86288,I 040,160.96,0,0,0,0,163634.52,172006.45,139310.1,143405.04
86347,I 040                       0,160.96,0,0,0,0,163448.42,171820.32,139124.56,143219.43
86348,I 040,160.96,0,0,0,0,163475.4,171848.86,139149.89,143244.89
86407,I 040                       0,160.96,0,0,0,0,163289.32,171662.78,138964.37,143059.31
86409,I 040,160.96,0,0,0,0,163316.27,171691.28,138989.68,143084.75
86469,I 040                       0,160.96,0,0,0,0,163130.23,171505.25,138804.18,142899.18
86470,I 040,160.96,0,0,0,0,163157.15,171533.7,138829.47,142924.6
86530,I 040                       0,160.96,0,0,0,0,162971.14,171347.72,138643.99,142739.06
86531,I 040,160.96,0,0,0,0,162998.03,171376.13,138669.27,142764.46
86591,I 040                       0,160.96,0,0,0,0,162812.05,171190.2,138483.8,142578.94
86592,I 040,160.96,0,0,0,0,162838.91,171218.57,138509.06,142604.32
86652,I 040                       0,160.96,0,0,0,0,162652.97,171032.68,138323.62,142418.82
86653,I 040,160.96,0,0,0,0,162679.8,171061.01,138348.86,142444.18
86713,I 040                       0,160.96,0,0,0,0,162493.89,170875.16,138163.44,142258.7
86714,I 040,160.96,0,0,0,0,162520.73,170903.5,138188.68,142284.06
86774,I 040                       0,160.96,0,0,0,0,162334.81,170717.65,138003.25,142098.58
86775,I 040,160.96,0,0,0,0,162361.67,170746.03,138028.52,142123.96
86836,I 040                       0,160.96,0,0,0,0,162175.73,170560.15,137843.07,141938.46
86837,I 040,160.96,0,0,0,0,162202.62,170588.55,137868.35,141963.86
86898,I 040                       0,160.96,0,0,0,0,162016.66,170402.65,137682.89,141778.35
86899,I 040,160.96,0,0,0,0,162043.57,170431.09,137708.19,141803.76
86960,I 040                       0,160.96,0,0,0,0,161857.59,170245.16,137522.71,141618.23
86961,I 040,160.96,0,0,0,0,161884.53,170273.63,137548.03,141643.67
87022,I 040                       0,160.96,0,0,0,0,161698.52,170087.67,137362.54,141458.12
87023,I 040,160.96,0,0,0,0,161725.49,170116.18,137387.87,141483.57
87083,I 040                       0,160.96,0,0,0,0,161539.46,169930.2,137202.36,141298.01
87084,I 040,160.96,0,0,0,0,161566.45,169958.73,137227.71,141323.48
87145,I 040                       0,160.96,0,0,0,0,161380.41,169772.72,137042.19,141137.91
87146,I 040,160.96,0,0,0,0,161407.42,169801.29,137067.55,141163.39
87206,I 040                       0,160.96,0,0,0,0,161221.35,169615.26,136882.02,140977.8
87208,I 040,160.96,0,0,0,0,161248.39,169643.86,136907.4,141003.3
87267,I 040                       0,160.96,0,0,0,0,161062.3,169457.8,136721.85,140817.7
87268,I 040,160.96,0,0,0,0,161089.36,169486.43,136747.25,140843.22
87326,I 040                       0,160.96,0,0,0,0,160903.26,169300.35,136561.69,140657.59
87327,I 040,160.96,0,0,0,0,160930.32,169328.99,136587.09,140683.12
87386,I 040                       0,160.96,0,0,0,0,160744.21,169142.9,136401.52,140497.49
87387,I 040,160.96,0,0,0,0,160771.28,169171.54,136426.92,140523.02
87446,I 040                       0,160.96,0,0,0,0,160585.17,168985.45,136241.36,140337.39
87447,I 040,160.96,0,0,0,0,160612.23,169014.09,136266.75,140362.92
87506,I 040                       0,160.96,0,0,0,0,160426.13,168828.02,136081.19,140177.3
87507,I 040,160.96,0,0,0,0,160453.19,168856.65,136106.59,140202.82
87566,I 040                       0,160.96,0,0,0,0,160267.1,168670.59,135921.03,140017.2
87568,I 040,160.96,0,0,0,0,160294.15,168699.21,135946.43,140042.72
87626,I 040                       0,160.96,0,0,0,0,160108.13,168513.25,135760.91,139857.15
87627,I 040,160.96,0,0,0,0,160135.16,168541.83,135786.29,139882.65
87686,I 040                       0,160.96,0,0,0,0,159949.78,168356.72,135601.22,139697.54
87687,I 040,160.96,0,0,0,0,159976.72,168385.19,135626.53,139722.97
87748,I 040                       0,160.96,0,0,0,0,159792.83,168201.96,135442.54,139538.97
87749,I 040,160.96,0,0,0,0,159819.58,168230.19,135467.72,139564.26
87808,I 040                       0,160.96,0,0,0,0,159637.65,168049.36,135285.25,139381.81
87810,I 040,160.96,0,0,0,0,159664.19,168077.34,135310.26,139406.93
87866,I 040                       0,160.96,0,0,0,0,159484.66,167899.36,135129.73,139226.46
87867,I 040,160.96,0,0,0,0,159511.01,167927.11,135154.58,139251.43
87925,I 040                       0,160.96,0,0,0,0,159334.07,167752.13,134976.24,139073.16
87926,I 040,160.96,0,0,0,0,159360.21,167779.65,135000.92,139097.95
87981,I 040                       0,160.96,0,0,0,0,159186.3,167608.1,134825.17,138922.32
87982,I 040,160.96,0,0,0,0,159212.17,167635.31,134849.61,138946.86
88039,I 040                       0,160.96,0,0,0,0,159041.6,167467.5,134676.79,138774.19
88040,I 040,160.96,0,0,0,0,159067.28,167494.51,134701.08,138798.58
88098,I 040                       0,160.96,0,0,0,0,158900.35,167330.74,134531.5,138629.18
88099,I 040,160.96,0,0,0,0,158925.85,167357.54,134555.62,138653.4
88156,I 040                       0,160.96,0,0,0,0,158762.8,167198.01,134389.54,138487.52
88157,I 040,160.96,0,0,0,0,158787.94,167224.42,134413.34,138511.41
88213,I 040                       0,160.96,0,0,0,0,158628.57,167068.9,134250.62,138348.92
88214,I 040,160.96,0,0,0,0,158653.47,167095.04,134274.2,138372.59
88271,I 040                       0,160.96,0,0,0,0,158495.62,166941.17,134112.87,138211.49
88272,I 040,160.96,0,0,0,0,158520.15,166966.92,134136.12,138234.83
88329,I 040                       0,160.96,0,0,0,0,158362.72,166813.5,133975.16,138074.12
88330,I 040,160.96,0,0,0,0,158386.9,166838.86,133998.09,138097.13
88388,I 040                       0,160.96,0,0,0,0,158229.87,166685.88,133837.51,137936.79
88389,I 040,160.96,0,0,0,0,158253.69,166710.85,133860.11,137959.48
88447,I 040                       0,160.96,0,0,0,0,158097.05,166558.3,133699.89,137799.5
88448,I 040,160.96,0,0,0,0,158120.53,166582.91,133722.18,137821.87
88507,I 040                       0,160.96,0,0,0,0,157964.09,166430.56,133562.15,137662.07
88508,I 040,160.96,0,0,0,0,157987.44,166455.03,133584.32,137684.34
88567,I 040                       0,160.96,0,0,0,0,157831.14,166302.84,133424.41,137524.66
88568,I 040,160.96,0,0,0,0,157854.41,166327.22,133446.52,137546.85
88627,I 040                       0,160.96,0,0,0,0,157698.24,166175.18,133286.74,137387.31
88628,I 040,160.96,0,0,0,0,157721.43,166199.47,133308.77,137409.42
88688,I 040                       0,160.96,0,0,0,0,157565.4,166047.57,133149.11,137250.0
88689,I 040,160.96,0,0,0,0,157588.5,166071.77,133171.06,137272.04
88747,I 040                       0,160.96,0,0,0,0,157432.6,165920.03,133011.53,137112.75
88748,I 040,160.96,0,0,0,0,157455.62,165944.13,133033.42,137134.71
88807,I 040                       0,160.96,0,0,0,0,157299.86,165792.54,132874.01,136975.54
88808,I 040,160.96,0,0,0,0,157322.8,165816.55,132895.82,136997.43
88867,I 040                       0,160.96,0,0,0,0,157167.18,165665.11,132736.54,136838.39
88868,I 040,160.96,0,0,0,0,157190.03,165689.03,132758.28,136860.2
88925,I 040                       0,160.96,0,0,0,0,157034.54,165537.74,132599.13,136701.29
88926,I 040,160.96,0,0,0,0,157057.31,165561.56,132620.79,136723.03
88983,I 040                       0,160.96,0,0,0,0,156901.96,165410.42,132461.76,136564.24
88984,I 040,160.96,0,0,0,0,156924.65,165434.16,132483.35,136585.91
89041,I 040                       0,160.96,0,0,0,0,156769.39,165283.12,132324.41,136427.21
89042,I 040,160.96,0,0,0,0,156792.03,165306.81,132345.96,136448.84
89098,I 040                       0,160.96,0,0,0,0,156636.49,165155.46,132186.76,136289.87
89099,I 040,160.96,0,0,0,0,156659.47,165179.51,132208.62,136311.81
89155,I 040                       0,160.96,0,0,0,0,156503.55,165027.76,132049.08,136152.5
89156,I 040,160.96,0,0,0,0,156526.95,165052.27,132071.33,136174.83
89210,I 040                       0,160.96,0,0,0,0,156370.66,164900.12,131911.45,136015.18
89211,I 040,160.96,0,0,0,0,156394.36,164924.95,131933.98,136037.79
89266,I 040                       0,160.96,0,0,0,0,156237.82,164772.54,131773.88,135877.91
89268,I 040,160.96,0,0,0,0,156261.88,164797.75,131796.74,135900.86
89322,I 040                       0,160.96,0,0,0,0,156105.04,164645.02,131636.35,135740.69
89323,I 040,160.96,0,0,0,0,156129.79,164670.98,131659.85,135764.28
89378,I 040                       0,160.96,0,0,0,0,155972.29,164517.54,131498.87,135603.52
89379,I 040,160.96,0,0,0,0,155997.7,164544.21,131522.98,135627.72
89434,I 040                       0,160.96,0,0,0,0,155839.55,164390.06,131361.39,135466.35
89435,I 040,160.96,0,0,0,0,155865.36,164417.16,131385.88,135490.92
89491,I 040                       0,160.96,0,0,0,0,155707.4,164263.23,131224.47,135329.73
89492,I 040,160.96,0,0,0,0,155732.86,164289.94,131248.63,135353.98
89546,I 040                       0,160.96,0,0,0,0,155574.74,164135.84,131087.07,135192.64
89547,I 040,160.96,0,0,0,0,155599.92,164162.26,131110.99,135216.64
89600,I 040                       0,160.96,0,0,0,0,155439.31,164005.45,130947.15,135053.0
89601,I 040,160.96,0,0,0,0,155464.66,164032.06,130971.22,135077.16
89652,I 040                       0,160.96,0,0,0,0,155299.72,163870.54,130803.45,134909.56
89653,I 040,160.96,0,0,0,0,155325.47,163897.57,130827.88,134934.07
89703,I 040                       0,160.96,0,0,0,0,155156.81,163731.96,130656.75,134763.1
89704,I 040,160.96,0,0,0,0,155182.68,163759.13,130681.3,134787.73
89756,I 040                       0,160.96,0,0,0,0,155010.57,163589.7,130507.11,134613.67
89757,I 040,160.96,0,0,0,0,155036.72,163617.17,130531.9,134638.55
89809,I 040                       0,160.96,0,0,0,0,154861.41,163444.13,130354.92,134461.66
89810,I 040,160.96,0,0,0,0,154887.85,163471.93,130379.96,134486.79
89861,I 040                       0,160.96,0,0,0,0,154709.73,163295.68,130200.56,134307.46
89862,I 040,160.96,0,0,0,0,154736.38,163323.73,130225.79,134332.78
89914,I 040                       0,160.96,0,0,0,0,154556.28,163145.18,130044.72,134151.76
89915,I 040,160.96,0,0,0,0,154583.08,163173.4,130070.07,134177.21
89964,I 040                       0,160.96,0,0,0,0,154402.42,162994.2,129888.54,133995.72
89965,I 040,160.96,0,0,0,0,154429.23,163022.43,129913.89,134021.17
90016,I 040                       0,160.96,0,0,0,0,154248.57,162843.23,129732.36,133839.69
90017,I 040,160.96,0,0,0,0,154275.39,162871.48,129757.74,133865.15
90066,I 040                       0,160.96,0,0,0,0,154094.74,162692.29,129576.2,133683.66
90067,I 040,160.96,0,0,0,0,154121.57,162720.55,129601.59,133709.14
90118,I 040                       0,160.96,0,0,0,0,153940.92,162541.37,129420.06,133527.65
90119,I 040,160.96,0,0,0,0,153967.77,162569.64,129445.45,133553.14
90169,I 040                       0,160.96,0,0,0,0,153787.12,162390.46,129263.92,133371.65
90170,I 040,160.96,0,0,0,0,153813.98,162418.74,129289.32,133397.15
90220,I 040                       0,160.96,0,0,0,0,153633.33,162239.57,129107.8,133215.67
90221,I 040,160.96,0,0,0,0,153660.2,162267.86,129133.21,133241.17
90270,I 040                       0,160.96,0,0,0,0,153479.56,162088.71,128951.68,133059.69
90271,I 040,160.96,0,0,0,0,153506.43,162117.0,128977.1,133085.21
90323,I 040                       0,160.96,0,0,0,0,153325.8,161937.86,128795.58,132903.73
90324,I 040,160.96,0,0,0,0,153352.68,161966.16,128821.01,132929.25
90376,I 040                       0,160.96,0,0,0,0,153172.06,161787.03,128639.49,132747.78
90377,I 040,160.96,0,0,0,0,153198.94,161815.34,128664.93,132773.31
90429,I 040                       0,160.96,0,0,0,0,153018.33,161636.22,128483.42,132591.84
90430,I 040,160.96,0,0,0,0,153045.22,161664.54,128508.86,132617.38
90481,I 040                       0,160.96,0,0,0,0,152864.62,161485.44,128327.35,132435.91
90482,I 040,160.96,0,0,0,0,152891.52,161513.76,128352.8,132461.46
90535,I 040                       0,160.96,0,0,0,0,152710.92,161334.67,128171.3,132280.0
90536,I 040,160.96,0,0,0,0,152737.82,161363.0,128196.76,132305.55
90587,I 040                       0,160.96,0,0,0,0,152557.24,161183.92,128015.26,132124.1
90588,I 040,160.96,0,0,0,0,152584.16,161212.27,128040.73,132149.66
90640,I 040                       0,160.96,0,0,0,0,152403.58,161033.2,127859.24,131968.21
90641,I 040,160.96,0,0,0,0,152430.53,161061.58,127884.74,131993.8
90692,I 040                       0,160.96,0,0,0,0,152249.93,160882.5,127703.23,131812.34
90693,I 040,160.96,0,0,0,0,152276.89,160910.89,127728.74,131837.94
90743,I 040                       0,160.96,0,0,0,0,152096.3,160731.82,127547.24,131656.48
90744,I 040,160.96,0,0,0,0,152123.26,160760.21,127572.74,131682.08
90794,I 040                       0,160.96,0,0,0,0,151942.69,160581.16,127391.25,131500.63
90795,I 040,160.96,0,0,0,0,151969.65,160609.56,127416.76,131526.24
90845,I 040                       0,160.96,0,0,0,0,151789.09,160430.52,127235.28,131344.8
90846,I 040,160.96,0,0,0,0,151816.05,160458.92,127260.8,131370.41
90898,I 040                       0,160.95,0,0,0,0,151635.5,160279.9,127079.32,131188.98
90899,I 040,160.96,0,0,0,0,151662.48,160308.31,127104.85,131214.6
90950,I 040                       0,160.96,0,0,0,0,151481.93,160129.3,126923.37,131033.17
90951,I 040,160.96,0,0,0,0,151508.91,160157.72,126948.91,131058.8
91003,I 040                       0,160.96,0,0,0,0,151328.38,159978.72,126767.44,130877.37
91004,I 040,160.96,0,0,0,0,151355.37,160007.14,126792.98,130903.01
91056,I 040                       0,160.96,0,0,0,0,151174.84,159828.16,126611.52,130721.59
91057,I 040,160.96,0,0,0,0,151201.84,159856.59,126637.07,130747.23
91109,I 040                       0,160.96,0,0,0,0,151021.32,159677.62,126455.61,130565.81
91110,I 040,160.96,0,0,0,0,151048.32,159706.06,126481.16,130591.46
91163,I 040                       0,160.96,0,0,0,0,150867.81,159527.11,126299.71,130410.05
91164,I 040,160.95,0,0,0,0,150894.82,159555.55,126325.28,130435.71
