segment_id,highway_name,segment_length_m,pronghorn_overlap_high_use,pronghorn_overlap_stopover,elk_overlap_high_use,elk_overlap_stopover,meters_to_pronghorn_highway,meters_to_pronghorn_stopover,meters_to_elk_highway,meters_to_elk_stopover
34,I 040191A,160.89,0,0,0,0,10496.37,14891.63,6002.52,9832.14
62,S 260                       0,160.9,0,0,0,0,60408.22,64026.06,57902.69,58422.58
124,I 040071A,160.95,0,0,0,0,148027.84,156746.29,123412.23,127525.26
144,I 040071J,160.95,0,0,0,0,148040.0,156742.67,123439.25,127551.37
191,S 260,160.9,0,0,0,0,60408.22,64026.06,57902.69,58422.58
243,SB040                       02,160.92,0,0,0,0,38984.93,49279.75,13746.34,17868.03
245,SB040                       03,160.91,0,0,0,0,14003.26,25104.82,1143.48,1376.45
275,SB040                       06,160.86,0,0,0,0,102318.92,105125.92,94809.91,101189.54
277,SB040                       07,160.85,0,0,0,0,137525.96,140333.73,130005.68,136369.32
280,SB040                       08,160.85,0,0,0,0,153539.0,156377.0,146060.88,152432.37
355,SB040                        6,160.86,0,0,0,0,102318.92,105125.92,94809.91,101189.54
358,SB040                        7,160.85,0,0,0,0,137525.96,140333.73,130005.68,136369.32
363,SB040                        8,160.85,0,0,0,0,153539.0,156377.0,146060.88,152432.37
374,SB040                       01,160.93,0,0,0,0,73631.56,81542.63,50730.35,54549.41
538,SB040                        1,160.93,0,0,0,0,73631.56,81542.63,50730.35,54549.41
544,SB040                        2,160.92,0,0,0,0,38984.93,49279.75,13746.34,17868.03
551,SB040                        3,160.91,0,0,0,0,14003.26,25104.82,1143.48,1376.45
662,SB040                        0,160.97,0,0,0,0,180935.34,189236.96,156635.04,160729.78
663,SB040                       00,160.97,0,0,0,0,180935.34,189236.96,156635.04,160729.78
762,S 260                       0,160.9,0,0,0,0,60562.28,64174.42,58054.6,58574.24
763,S 260,160.9,0,0,0,0,60562.28,64174.42,58054.6,58574.24
821,I 040071J,160.95,0,0,0,0,148196.3,156897.84,123596.15,127708.25
829,I 040071A,160.95,0,0,0,0,147890.46,156613.81,123270.66,127383.93
909,SB040                       07,160.85,0,0,0,0,137516.79,140320.42,129990.28,136352.15
940,SB040                        1,160.93,0,0,0,0,73547.03,81442.36,50672.27,54485.28
943,SB040                        2,160.92,0,0,0,0,38871.37,49149.89,13656.46,17775.38
946,SB040                        3,160.91,0,0,0,0,13874.81,24955.53,1251.79,1379.38
958,SB040                        6,160.86,0,0,0,0,102370.79,105182.16,94868.45,101249.85
959,SB040                        7,160.85,0,0,0,0,137516.79,140320.42,129990.28,136352.15
963,SB040                        8,160.85,0,0,0,0,153666.85,156506.94,146191.9,152564.23
967,SB040                       01,160.93,0,0,0,0,73547.03,81442.36,50672.27,54485.28
973,SB040                       02,160.92,0,0,0,0,38871.37,49149.89,13656.46,17775.38
974,SB040                       03,160.91,0,0,0,0,13874.8,24955.52,1251.79,1379.38
983,SB040                       06,160.86,0,0,0,0,102370.79,105182.16,94868.45,101249.85
987,SB040                       08,160.85,0,0,0,0,153666.85,156506.94,146191.9,152564.23
1287,SB040                       00,160.97,0,0,0,0,180777.24,189080.55,156475.64,160570.47
1288,SB040                        0,160.97,0,0,0,0,180777.24,189080.55,156475.64,160570.47
1290,SB040                        4,38.57,0,0,0,0,10714.83,15110.87,6221.92,10051.73
1378,S 260,160.9,0,0,0,0,60712.62,64315.28,58201.12,58720.34
1379,S 260                       0,160.9,0,0,0,0,60712.62,64315.28,58201.12,58720.34
1429,SB040                        4,160.89,0,0,0,0,10796.55,15182.97,6294.89,10129.92
1462,I 040071A,156.76,0,0,0,0,147780.28,156510.29,123154.55,127268.17
1507,I 040071J,160.95,0,0,0,0,148349.2,157053.2,123746.25,127858.54
1539,SB040                        8,160.85,0,0,0,0,153824.01,156664.33,146349.37,152721.75
1542,SB040                        7,160.85,0,0,0,0,137517.43,140317.06,129984.92,136345.06
1688,SB040                        3,160.91,0,0,0,0,13725.83,24799.85,1173.28,1345.14
1706,SB040                        2,160.92,0,0,0,0,38737.26,49004.01,13541.78,17658.17
1714,SB040                        1,160.93,0,0,0,0,73503.83,81380.51,50658.86,54465.21
1719,SB040                       08,160.85,0,0,0,0,153824.01,156664.33,146349.37,152721.75
1720,SB040                       07,160.85,0,0,0,0,137517.43,140317.06,129984.92,136345.06
1756,SB040                       03,160.91,0,0,0,0,13725.83,24799.85,1173.28,1345.14
1757,SB040                       02,160.92,0,0,0,0,38737.26,49004.01,13541.78,17658.17
1760,SB040                       01,160.93,0,0,0,0,73503.83,81380.51,50658.86,54465.21
1839,I 040                       0,160.98,0,0,0,0,229169.86,239155.13,203638.57,207726.75
1840,I 040,160.98,0,0,0,0,229173.11,239158.74,203641.69,207729.83
1928,SB040                       00,160.96,0,0,0,0,180619.32,188924.36,156316.38,160411.3
1929,SB040                        0,160.96,0,0,0,0,180619.32,188924.36,156316.38,160411.3
2022,S 260,160.9,0,0,0,0,60862.79,64455.91,58347.44,58866.24
2025,S 260                       0,160.9,0,0,0,0,60862.79,64455.91,58347.44,58866.24
2073,SB040                        4,160.89,0,0,0,0,10840.99,15201.18,6316.72,10164.34
2106,I 040071J,160.95,0,0,0,0,148506.03,157210.82,123901.88,128014.25
2277,SB040                       03,160.91,0,0,0,0,13565.08,24645.29,1058.15,1280.42
2288,SB040                       02,160.92,0,0,0,0,38584.57,48845.41,13402.23,17516.68
2294,SB040                       01,160.93,0,0,0,0,73466.27,81324.03,50651.47,54451.1
2312,SB040                        8,160.85,0,0,0,0,153983.69,156823.52,146508.27,152880.41
2314,SB040                       08,160.85,0,0,0,0,153983.69,156823.52,146508.27,152880.41
2324,SB040                        7,160.85,0,0,0,0,137640.34,140438.95,130106.27,136465.93
2333,SB040                       07,160.85,0,0,0,0,137640.34,140438.95,130106.27,136465.93
2351,SB040                        3,160.91,0,0,0,0,13565.08,24645.29,1058.15,1280.42
2356,SB040                        2,160.92,0,0,0,0,38584.57,48845.41,13402.23,17516.68
2370,SB040                        1,160.93,0,0,0,0,73466.27,81324.03,50651.47,54451.1
2460,I 040                       0,160.98,0,0,0,0,229013.22,238999.7,203481.55,207569.61
2461,I 040,160.98,0,0,0,0,229016.43,239003.29,203484.64,207572.67
2546,SB040                       00,160.96,0,0,0,0,180483.91,188792.56,156177.7,160272.84
2547,SB040                        0,160.96,0,0,0,0,180483.91,188792.56,156177.7,160272.84
2663,S 260,160.9,0,0,0,0,61011.13,64594.14,58491.69,59010.04
2664,S 260                       0,160.9,0,0,0,0,61011.13,64594.14,58491.69,59010.04
2723,I 040071J,20.16,0,0,0,0,148591.44,157295.33,123987.87,128100.22
2763,SB040                        4,160.89,0,0,0,0,10830.24,15161.79,6283.3,10142.83
2773,SB040                        1,160.93,0,0,0,0,73445.25,81283.57,50661.03,54453.89
2804,SB040                        7,160.85,0,0,0,0,137800.78,140599.63,130267.04,136626.74
2825,SB040                       01,160.93,0,0,0,0,73445.25,81283.57,50661.03,54453.89
2834,SB040                       02,160.92,0,0,0,0,38431.11,48686.51,13261.65,17374.1
2853,SB040                       07,160.85,0,0,0,0,137800.78,140599.63,130267.04,136626.74
2904,SB040                        2,160.92,0,0,0,0,38430.83,48686.53,13260.97,17373.48
2928,SB040                       08,160.85,0,0,0,0,154143.32,156982.66,146667.11,153039.0
2979,SB040                        8,160.85,0,0,0,0,154143.32,156982.66,146667.11,153039.0
3066,I 040                       0,160.98,0,0,0,0,228856.09,238843.74,203324.08,207412.03
3067,I 040,160.98,0,0,0,0,228859.6,238847.65,203327.45,207415.36
3156,SB040                       00,160.96,0,0,0,0,180335.56,188646.5,156027.44,160122.7
3157,SB040                        0,160.96,0,0,0,0,180335.56,188646.5,156027.44,160122.7
3263,S 260,160.9,0,0,0,0,61156.98,64729.13,58633.1,59150.98
3264,S 260                       0,160.9,0,0,0,0,61156.98,64729.13,58633.1,59150.98
3474,SB040                        1,160.93,0,0,0,0,73433.6,81252.23,50680.15,54466.24
3476,SB040                        2,160.92,0,0,0,0,38273.29,48529.74,13108.55,17219.99
3489,SB040                        7,160.85,0,0,0,0,137961.34,140760.38,130427.84,136787.57
3494,SB040                        8,160.85,0,0,0,0,154303.04,157141.9,146826.07,153197.71
3496,SB040                       01,160.93,0,0,0,0,73433.6,81252.23,50680.15,54466.24
3499,SB040                       02,160.92,0,0,0,0,38275.07,48527.32,13115.85,17226.57
3508,SB040                       07,160.85,0,0,0,0,137961.34,140760.38,130427.84,136787.57
3511,SB040                       08,160.85,0,0,0,0,154303.04,157141.9,146826.07,153197.71
3578,SB040                        4,160.89,0,0,0,0,10772.61,15079.91,6207.92,10076.19
3644,I 040                       0,160.98,0,0,0,0,228698.02,238686.68,203165.7,207253.56
3645,I 040,160.98,0,0,0,0,228701.59,238690.67,203169.13,207256.96
3649,SB040                       04,160.89,0,0,0,0,10823.19,15115.32,6248.54,10121.79
3728,SB040                       00,160.97,0,0,0,0,180195.31,188510.09,155883.7,159979.2
3729,SB040                        0,160.97,0,0,0,0,180195.31,188510.09,155883.7,159979.2
3825,S 260,160.9,0,0,0,0,61280.37,64860.45,58771.29,59288.65
3828,S 260                       0,160.9,0,0,0,0,61280.37,64860.45,58771.29,59288.65
3917,SB040                        7,160.85,0,0,0,0,138122.15,140921.19,130588.61,136948.28
3971,SB040                        2,160.92,0,0,0,0,38123.34,48390.28,12950.6,17062.69
3983,SB040                        1,160.93,0,0,0,0,73409.75,81208.9,50687.19,54466.44
4008,SB040                       02,160.92,0,0,0,0,38119.82,48378.63,12958.05,17068.69
4019,SB040                       08,160.85,0,0,0,0,154462.81,157301.21,146985.09,153356.5
4028,SB040                       01,160.93,0,0,0,0,73409.75,81208.9,50687.19,54466.44
4105,SB040                        8,160.85,0,0,0,0,154462.81,157301.21,146985.09,153356.5
4119,SB040                       07,160.85,0,0,0,0,138122.15,140921.19,130588.61,136948.28
4124,SB040                        4,160.89,0,0,0,0,10856.94,15143.91,6279.13,10153.99
4179,I 040                       0,160.98,0,0,0,0,228539.26,238528.83,203006.68,207094.46
4180,I 040,160.98,0,0,0,0,228542.77,238532.75,203010.06,207097.8
4184,SB040                       04,160.89,0,0,0,0,10952.22,15224.6,6365.86,10244.95
4267,SB040                        0,160.96,0,0,0,0,180041.76,188358.83,155728.24,159823.87
4268,SB040                       00,160.96,0,0,0,0,180041.76,188358.83,155728.24,159823.87
4364,S 260                       0,160.9,0,0,0,0,61388.86,64988.09,58906.19,59423.0
4373,S 260,160.9,0,0,0,0,61388.86,64988.09,58906.19,59423.0
4441,SB040                       02,160.92,0,0,0,0,37970.77,48240.1,12800.9,16912.21
4449,SB040                       01,160.93,0,0,0,0,73379.91,81159.72,50688.33,54460.7
4468,SB040                        8,160.85,0,0,0,0,154622.5,157460.41,147144.01,153515.17
4473,SB040                        7,160.85,0,0,0,0,138282.86,141081.7,130748.97,137108.5
4500,SB040                       08,160.85,0,0,0,0,154622.5,157460.41,147144.01,153515.17
4535,SB040                       07,160.85,0,0,0,0,138282.86,141081.7,130748.97,137108.5
4604,SB040                        1,160.93,0,0,0,0,73379.91,81159.72,50688.33,54460.7
4612,SB040                        2,160.92,0,0,0,0,37981.32,48262.11,12795.87,16909.25
4639,SB040                        4,160.89,0,0,0,0,10985.93,15253.11,6396.66,10277.15
4691,I 040                       0,160.98,0,0,0,0,228380.29,238370.72,202847.46,206935.17
4692,I 040,160.98,0,0,0,0,228383.84,238374.68,202850.87,206938.54
4782,SB040                       00,160.96,0,0,0,0,179883.92,188202.75,155569.04,159664.75
4783,SB040                        0,160.96,0,0,0,0,179883.92,188202.75,155569.04,159664.75
4879,S 260,160.9,0,0,0,0,61492.28,65111.47,59037.26,59553.49
4880,S 260                       0,160.9,0,0,0,0,61492.28,65111.47,59037.26,59553.49
4964,SB040                        8,160.85,0,0,0,0,154782.22,157619.67,147302.98,153673.9
4984,SB040                        7,160.85,0,0,0,0,138443.35,141241.85,130908.92,137268.25
5021,SB040                        2,160.92,0,0,0,0,37839.9,48134.7,12641.55,16756.24
5029,SB040                        1,160.93,0,0,0,0,73304.99,81068.67,50640.87,54406.99
5104,SB040                       08,160.85,0,0,0,0,154782.22,157619.67,147302.98,153673.9
5109,SB040                       07,160.85,0,0,0,0,138443.35,141241.85,130908.92,137268.25
5139,SB040                       02,160.92,0,0,0,0,37818.04,48094.08,12645.34,16756.62
5140,SB040                       01,160.93,0,0,0,0,73304.99,81068.67,50640.87,54406.99
5195,I 040                       0,160.98,0,0,0,0,228221.43,238212.75,202688.35,206775.98
5196,I 040,160.98,0,0,0,0,228226.04,238217.94,202692.76,206780.33
5288,SB040                        0,160.96,0,0,0,0,179726.12,188046.72,155409.87,159505.66
5289,SB040                       00,160.96,0,0,0,0,179726.12,188046.72,155409.87,159505.66
5387,S 260                       0,160.9,0,0,0,0,61590.98,65230.83,59164.68,59680.3
5388,S 260,160.9,0,0,0,0,61590.98,65230.83,59164.68,59680.3
5466,SB040                        1,160.93,0,0,0,0,73158.33,80919.35,50502.96,54266.68
5502,SB040                       02,160.92,0,0,0,0,37680.31,47971.35,12493.15,16605.98
5546,SB040                        8,160.85,0,0,0,0,154941.93,157778.89,147461.92,153832.59
5552,SB040                       07,160.85,0,0,0,0,138603.27,141401.3,131068.1,137427.18
5564,SB040                        7,160.85,0,0,0,0,138603.27,141401.3,131068.1,137427.18
5572,SB040                       08,160.85,0,0,0,0,154941.93,157778.89,147461.92,153832.59
5606,SB040                        2,160.92,0,0,0,0,37701.39,48010.97,12489.12,16605.23
5617,SB040                       01,160.93,0,0,0,0,73158.33,80919.35,50502.96,54266.68
5685,I 040                       0,160.98,0,0,0,0,228063.64,238056.01,202530.24,206617.77
5686,I 040,160.98,0,0,0,0,228071.21,238064.54,202537.49,206624.92
5780,SB040                       00,160.96,0,0,0,0,179569.92,187892.62,155251.96,159347.86
5781,SB040                        0,160.96,0,0,0,0,179569.92,187892.62,155251.96,159347.86
5876,S 260                       0,160.9,0,0,0,0,61686.61,65347.53,59289.68,59804.66
5878,S 260,160.9,0,0,0,0,61686.61,65347.53,59289.68,59804.66
5932,SB040                        2,160.92,0,0,0,0,37563.58,47888.1,12337.26,16454.78
5946,SB040                       01,160.93,0,0,0,0,73045.75,80819.96,50373.27,54140.36
5981,SB040                       08,160.85,0,0,0,0,155101.59,157938.07,147620.81,153991.23
5988,SB040                        7,160.85,0,0,0,0,138760.36,141557.48,131223.78,137582.4
6000,SB040                       07,160.85,0,0,0,0,138760.36,141557.48,131223.78,137582.4
6006,SB040                        8,160.85,0,0,0,0,155101.59,157938.07,147620.81,153991.23
6064,SB040                       02,160.92,0,0,0,0,37543.17,47849.42,12341.34,16455.73
6095,SB040                        1,160.93,0,0,0,0,73045.75,80819.96,50373.27,54140.36
6152,I 040                       0,160.98,0,0,0,0,227908.85,237902.66,202375.01,206462.4
6153,I 040,160.98,0,0,0,0,227917.28,237912.15,202383.09,206470.37
6242,SB040                       00,160.96,0,0,0,0,179417.05,187742.43,155096.79,159192.85
6243,SB040                        0,160.96,0,0,0,0,179417.05,187742.43,155096.79,159192.85
6336,S 260                       0,160.9,0,0,0,0,61783.67,65465.41,59415.75,59930.11
6341,S 260,160.9,0,0,0,0,61783.67,65465.41,59415.75,59930.11
6392,SB040                       07,160.85,0,0,0,0,138916.51,141712.59,131378.33,137736.45
6414,SB040                       08,160.85,0,0,0,0,155261.27,158097.27,147779.72,154149.9
6467,SB040                        7,160.85,0,0,0,0,138916.51,141712.59,131378.33,137736.45
6481,SB040                        8,160.85,0,0,0,0,155261.27,158097.27,147779.72,154149.9
6484,SB040                       01,160.93,0,0,0,0,73020.6,80812.77,50320.89,54093.87
6488,SB040                        2,160.92,0,0,0,0,37416.06,47752.5,12179.99,16298.36
6512,SB040                       02,160.92,0,0,0,0,37405.51,47726.83,12189.3,16305.19
6525,SB040                        1,160.93,0,0,0,0,73020.6,80812.77,50320.89,54093.87
6601,I 040                       0,160.98,0,0,0,0,227754.52,237749.83,202220.23,206307.48
6602,I 040,160.98,0,0,0,0,227763.11,237759.5,202228.46,206315.6
6690,SB040                       00,160.96,0,0,0,0,179267.2,187595.68,154944.23,159040.47
6691,SB040                        0,160.96,0,0,0,0,179267.2,187595.68,154944.23,159040.47
6764,S 260                       0,160.9,0,0,0,0,61886.83,65588.4,59546.47,60060.24
6769,S 260,160.9,0,0,0,0,61886.83,65588.4,59546.47,60060.24
6830,SB040                        8,160.85,0,0,0,0,155420.97,158256.48,147938.65,154308.59
6901,SB040                       07,160.85,0,0,0,0,139072.68,141867.72,131532.92,137890.53
6927,SB040                        1,160.93,0,0,0,0,72890.28,80689.64,50183.39,53957.51
6932,SB040                       01,160.93,0,0,0,0,72890.28,80689.64,50183.39,53957.51
6962,SB040                        2,160.92,0,0,0,0,37261.87,47607.57,12019.7,16138.46
6971,SB040                        7,160.85,0,0,0,0,139072.68,141867.72,131532.92,137890.53
6974,SB040                       08,160.85,0,0,0,0,155420.97,158256.48,147938.65,154308.59
6985,SB040                       02,160.92,0,0,0,0,37268.43,47604.97,12037.75,16155.12
7039,I 040                       0,160.98,0,0,0,0,227599.62,237596.37,202064.89,206152.0
7040,I 040,160.98,0,0,0,0,227608.02,237605.82,202072.94,206159.95
7122,SB040                        0,160.96,0,0,0,0,179117.9,187449.55,154792.15,158888.57
7123,SB040                       00,160.96,0,0,0,0,179117.9,187449.55,154792.15,158888.57
7212,S 260,160.9,0,0,0,0,61996.47,65716.74,59681.99,60195.22
7213,S 260                       0,160.9,0,0,0,0,61996.47,65716.74,59681.99,60195.22
7248,SB040                       07,160.85,0,0,0,0,139228.84,142022.84,131687.48,138044.59
7251,SB040                       08,160.85,0,0,0,0,155580.69,158415.73,148097.62,154467.31
7271,SB040                        8,160.85,0,0,0,0,155580.69,158415.73,148097.62,154467.31
7281,SB040                       02,160.92,0,0,0,0,37130.31,47481.68,11885.81,16004.56
7304,SB040                        7,160.85,0,0,0,0,139228.84,142022.84,131687.48,138044.59
7309,SB040                       01,160.93,0,0,0,0,72733.69,80538.89,50022.6,53797.13
7317,SB040                        2,160.92,0,0,0,0,37107.31,47461.92,11859.54,15978.63
7371,SB040                        1,160.93,0,0,0,0,72733.69,80538.89,50022.6,53797.13
7458,I 040                       0,160.98,0,0,0,0,227443.75,237441.83,201908.62,205995.61
7459,I 040,160.98,0,0,0,0,227451.9,237451.0,201916.44,206003.32
7539,SB040                       00,160.96,0,0,0,0,178968.45,187303.26,154639.94,158736.55
7540,SB040                        0,160.96,0,0,0,0,178968.45,187303.26,154639.94,158736.55
7609,S 260                       0,160.9,0,0,0,0,62112.4,65850.18,59822.04,60334.77
7611,S 260,160.9,0,0,0,0,62112.4,65850.18,59822.04,60334.77
7650,SB040                        8,160.85,0,0,0,0,155740.4,158574.97,148256.58,154626.03
7664,SB040                       02,160.92,0,0,0,0,36989.83,47353.7,11734.66,15854.37
7676,SB040                       01,160.93,0,0,0,0,72577.77,80389.16,49861.91,53636.97
7689,SB040                       08,160.85,0,0,0,0,155740.4,158574.97,148256.58,154626.03
7694,SB040                        2,160.92,0,0,0,0,36973.7,47340.81,11715.03,15835.12
7695,SB040                        7,160.85,0,0,0,0,139385.09,142178.06,131842.16,138198.76
7735,SB040                        1,160.93,0,0,0,0,72577.77,80389.16,49861.91,53636.97
7762,SB040                       07,160.85,0,0,0,0,139385.09,142178.06,131842.16,138198.76
7862,I 040                       0,160.98,0,0,0,0,227286.84,237286.11,201751.35,205838.23
7863,I 040,160.98,0,0,0,0,227295.12,237295.43,201759.3,205846.06
7941,SB040                        0,160.96,0,0,0,0,178813.32,187150.2,154483.13,158579.84
7942,SB040                       00,160.96,0,0,0,0,178813.32,187150.2,154483.13,158579.84
8010,S 260                       0,160.9,0,0,0,0,62230.49,65985.31,59963.57,60475.83
8012,S 260,160.9,0,0,0,0,62230.49,65985.31,59963.57,60475.83
8123,SB040                        1,160.93,0,0,0,0,72421.76,80239.31,49701.2,53476.77
8129,SB040                        2,156.25,0,0,0,0,36966.01,47356.79,11678.22,15801.58
8149,SB040                        7,160.85,0,0,0,0,139541.25,142333.19,131996.74,138352.84
8152,SB040                        8,160.85,0,0,0,0,155900.03,158734.11,148415.43,154784.63
8170,SB040                       01,160.93,0,0,0,0,72421.76,80239.31,49701.2,53476.77
8188,SB040                       07,160.85,0,0,0,0,139541.25,142333.19,131996.74,138352.84
8192,SB040                       08,160.85,0,0,0,0,155900.03,158734.11,148415.43,154784.63
8259,I 040                       0,160.98,0,0,0,0,227129.06,237129.4,201593.26,205680.04
8260,I 040,160.98,0,0,0,0,227137.35,237138.73,201601.21,205687.88
8334,SB040                       00,160.96,0,0,0,0,178655.3,186991.45,154326.21,158422.84
8335,SB040                        0,160.96,0,0,0,0,178655.3,186991.45,154326.21,158422.84
8417,S 260,160.9,0,0,0,0,62348.99,66120.74,60105.37,60617.15
8418,S 260                       0,160.9,0,0,0,0,62348.99,66120.74,60105.37,60617.15
8476,SB040                        8,160.85,0,0,0,0,156050.04,158883.46,148564.41,154933.29
8502,SB040                        1,160.93,0,0,0,0,72265.84,80089.59,49540.5,53316.6
8508,SB040                       01,160.93,0,0,0,0,72265.84,80089.59,49540.5,53316.6
8543,SB040                       07,160.85,0,0,0,0,139697.24,142488.12,132151.13,138506.71
8569,SB040                        7,160.85,0,0,0,0,139697.24,142488.12,132151.13,138506.71
8572,SB040                       08,160.85,0,0,0,0,156050.04,158883.46,148564.41,154933.29
8647,I 040                       0,160.98,0,0,0,0,226970.7,236972.02,201434.62,205521.31
8648,I 040,160.98,0,0,0,0,226979.0,236981.36,201442.58,205529.16
8723,SB040                       00,160.96,0,0,0,0,178514.0,186846.66,154188.74,158285.08
8724,SB040                        0,160.96,0,0,0,0,178514.0,186846.66,154188.74,158285.08
8778,S 260                       0,160.9,0,0,0,0,62467.87,66256.43,60247.39,60758.7
8779,S 260,160.9,0,0,0,0,62467.87,66256.43,60247.39,60758.7
8851,SB040                        8,160.85,0,0,0,0,156072.22,158902.72,148582.13,154949.77
8920,SB040                        1,160.93,0,0,0,0,72109.05,79938.4,49379.94,53156.34
8924,SB040                        7,160.85,0,0,0,0,139853.45,142643.3,132305.76,138660.84
8925,SB040                       01,160.93,0,0,0,0,72109.05,79938.4,49379.94,53156.34
8955,SB040                       07,160.85,0,0,0,0,139853.45,142643.3,132305.76,138660.84
8970,SB040                       08,160.85,0,0,0,0,156072.22,158902.72,148582.13,154949.77
9031,I 040                       0,160.98,0,0,0,0,226811.98,236814.21,201275.63,205362.24
9032,I 040,160.98,0,0,0,0,226820.19,236823.45,201283.51,205370.01
9106,SB040                       00,160.96,0,0,0,0,178389.09,186716.84,154069.01,158164.97
9107,SB040                        0,160.96,0,0,0,0,178389.09,186716.84,154069.01,158164.97
9173,S 260,160.9,0,0,0,0,62586.97,66392.26,60389.52,60900.36
9174,S 260                       0,160.9,0,0,0,0,62586.97,66392.26,60389.52,60900.36
9208,SB040                       08,160.85,0,0,0,0,156051.5,158878.38,148555.93,154922.04
9213,SB040                       01,160.93,0,0,0,0,71950.9,79784.89,49219.56,52995.92
9230,SB040                        8,160.85,0,0,0,0,156051.5,158878.38,148555.93,154922.04
9237,SB040                        7,160.85,0,0,0,0,140010.0,142798.86,132460.8,138815.39
9257,SB040                        1,160.93,0,0,0,0,71950.9,79784.89,49219.56,52995.92
9353,SB040                       07,160.85,0,0,0,0,140010.0,142798.86,132460.8,138815.39
9405,I 040                       0,160.98,0,0,0,0,226653.18,236656.31,201116.57,205203.1
9407,I 040,160.98,0,0,0,0,226661.34,236665.49,201124.41,205210.83
9482,SB040                       00,160.96,0,0,0,0,178266.56,186589.26,153951.82,158047.38
9483,SB040                        0,160.96,0,0,0,0,178266.56,186589.26,153951.82,158047.38
9541,S 260                       0,160.9,0,0,0,0,62706.08,66528.05,60531.62,61041.99
9542,S 260,160.9,0,0,0,0,62706.08,66528.05,60531.62,61041.99
9631,SB040                       07,160.85,0,0,0,0,140167.3,142955.25,132616.71,138970.85
9661,SB040                       01,160.93,0,0,0,0,71794.84,79635.01,49058.83,52835.68
9662,SB040                       08,160.85,0,0,0,0,156015.3,158838.65,148514.37,154878.99
9693,SB040                        8,160.85,0,0,0,0,156015.3,158838.65,148514.37,154878.99
9699,SB040                        1,160.93,0,0,0,0,71794.84,79635.01,49058.83,52835.68
9743,SB040                        7,160.85,0,0,0,0,140167.3,142955.25,132616.71,138970.85
9784,I 040                       0,160.98,0,0,0,0,226494.38,236498.41,200957.52,205043.96
9785,I 040,160.98,0,0,0,0,226502.5,236507.54,200965.31,205051.65
9867,SB040                       00,160.96,0,0,0,0,178157.48,186474.43,153848.72,157943.85
9868,SB040                        0,160.96,0,0,0,0,178157.48,186474.43,153848.72,157943.85
9929,S 260                       0,160.9,0,0,0,0,62825.27,66663.88,60673.75,61183.65
9930,S 260,160.9,0,0,0,0,62825.27,66663.88,60673.75,61183.65
9979,SB040                       07,160.85,0,0,0,0,140325.1,143112.21,132773.22,139126.94
9989,SB040                       01,160.93,0,0,0,0,71639.1,79485.62,48898.15,52675.57
9996,SB040                       08,160.85,0,0,0,0,155974.21,158794.02,148467.95,154831.08
10018,SB040                        8,160.85,0,0,0,0,155974.21,158794.02,148467.95,154831.08
10027,SB040                        7,160.85,0,0,0,0,140325.1,143112.21,132773.22,139126.94
10066,SB040                        1,160.93,0,0,0,0,71639.1,79485.62,48898.15,52675.57
10135,SB040                        4,160.89,0,0,0,0,12885.53,16970.59,8231.61,12126.67
10170,I 040                       0,160.98,0,0,0,0,226335.58,236340.52,200798.46,204884.83
10171,I 040,160.98,0,0,0,0,226343.66,236349.6,200806.22,204892.47
10175,SB040                       04,160.89,0,0,0,0,13000.18,17077.77,8344.83,12239.19
10249,SB040                       00,160.96,0,0,0,0,178075.05,186385.21,153773.28,157867.9
10250,SB040                        0,160.96,0,0,0,0,178075.05,186385.21,153773.28,157867.9
10308,S 260                       0,160.9,0,0,0,0,62945.48,66800.48,60816.55,61325.98
10309,S 260,160.9,0,0,0,0,62945.48,66800.48,60816.55,61325.98
10346,SB040                        4,160.89,0,0,0,0,13040.3,17114.95,8384.39,12278.46
10430,SB040                       08,160.85,0,0,0,0,155933.3,158749.59,148421.73,154783.35
10432,SB040                       07,160.85,0,0,0,0,140482.71,143268.95,132929.51,139282.79
10433,SB040                       01,160.93,0,0,0,0,71482.66,79335.17,48737.38,52515.21
10434,SB040                        8,160.85,0,0,0,0,155933.3,158749.59,148421.73,154783.35
10435,SB040                        7,160.85,0,0,0,0,140482.71,143268.95,132929.51,139282.79
10436,SB040                        1,160.93,0,0,0,0,71482.66,79335.17,48737.38,52515.21
10539,I 040                       0,160.98,0,0,0,0,226176.79,236182.63,200639.41,204725.7
10541,I 040,160.98,0,0,0,0,226184.82,236191.65,200647.12,204733.3
10546,SB040                       04,160.89,0,0,0,0,13150.57,17215.56,8492.82,12385.88
10616,SB040                        0,160.96,0,0,0,0,177993.81,186297.16,153699.05,157793.15
10617,SB040                       00,160.96,0,0,0,0,177993.81,186297.16,153699.05,157793.15
10682,S 260                       0,160.9,0,0,0,0,63067.41,66938.41,60960.5,61469.48
10691,S 260,160.9,0,0,0,0,63067.41,66938.41,60960.5,61469.48
10719,SB040                       08,160.85,0,0,0,0,155905.24,158717.94,148388.27,154748.36
10720,SB040                       07,160.85,0,0,0,0,140640.01,143425.35,133085.43,139438.26
10788,SB040                        8,160.85,0,0,0,0,155905.24,158717.94,148388.27,154748.36
10801,SB040                        1,160.93,0,0,0,0,71324.08,79181.27,48576.58,52354.35
10804,SB040                        7,160.85,0,0,0,0,140640.01,143425.35,133085.43,139438.26
10858,SB040                       01,160.93,0,0,0,0,71324.08,79181.27,48576.58,52354.35
10873,SB040                        4,160.89,0,0,0,0,13188.68,17249.83,8530.21,12422.84
